,loan_identifier,borrower_identifier,term,purpose,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,currency,base_currency,location,funded,time_between_published_funded,ratio_requested_funded,amount_funded,address_lat,address_lng,net_income_cents,rates_paid,rates_count,prices,portion_average_salary,nominal_interest_rate,status
1998,1899,311,3,6,3,2,33,0,0,0,0,0,22,1,27,1,7,1.0,50000000,-1.0,-1.0,2000000,0.0,6.0,31927.7568013,62.6414192656,1806,current
1999,1900,362,3,2,1,1,75,0,0,0,0,0,54,1,76,0,90121,0.426470588235,290000000,-1.0,-1.0,200000,0.0,0.0,179.5,1114.20612813,1029,expired
2000,1901,431,0,2,2,2,6,0,0,0,0,0,4,1,6,1,7,1.0,100000000,-22.887487,-43.390308,100000,0.0,12.0,1745.90900524,57.2767536566,1453,current
2001,1902,300,4,4,4,2,39,0,0,0,0,0,27,1,36,1,2,1.0,20000000,-1.30217,36.768846,4318000,0.0,1.0,29152.344,148.118449755,2792,late_30
2002,1903,415,3,2,4,2,63,0,0,0,1,0,46,0,57,0,90120,0.0,0,53.499801,49.398856,5360000,0.0,0.0,554.153944837,9672.40249743,2458,canceled
2003,1904,415,3,2,4,2,63,0,0,0,1,0,46,0,57,1,0,1.0,10000000,53.499801,49.398856,5360000,0.0,6.0,554.153944837,9672.40249743,2458,funded
2004,1905,511,1,1,4,1,33,0,0,0,0,0,22,1,27,0,90120,0.0,0,17.414839,78.509583,2214000,0.0,0.0,31927.7568013,69.344051127,2457,canceled
2005,1906,265,3,1,3,1,16,0,1,0,0,0,54,1,15,0,90120,0.0,0,40.726083,-74.228686,150000,0.0,0.0,18477.4592795,8.117999219,1806,canceled
2006,1907,428,3,0,2,1,6,1,1,0,0,0,4,1,6,1,14,0.95,209000000,-1.0,-1.0,700000,0.0,6.0,1745.90900524,400.937275596,1380,funded
2007,1908,442,0,6,2,1,33,0,0,0,0,0,22,1,27,1,13,1.0,150000000,29.307572,78.503289,3027500,0.0,12.0,31927.7568013,94.8234484133,1453,funded
2008,1909,371,1,4,2,2,49,0,0,0,0,0,35,1,43,0,90119,0.0,0,25.456048,-100.99027,13000000,0.0,0.0,10413.0765312,1248.43027525,1583,canceled
2009,1910,371,1,6,2,2,49,0,0,0,0,0,35,1,43,0,90119,0.0447272727273,123000000,25.456048,-100.99027,13000000,0.0,0.0,10413.0765312,1248.43027525,1583,expired
2010,1911,442,1,2,2,1,33,0,0,0,0,0,22,1,27,0,90119,0.2,8000000,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1583,canceled
2011,1912,439,0,6,3,1,49,0,1,0,0,0,35,1,43,0,90119,0.351428571429,123000000,36.714093,-4.435142,2408400,0.0,0.0,10413.0765312,231.286113454,1947,expired
2012,1913,449,2,6,3,1,6,0,1,1,1,1,4,1,6,0,90119,0.0430107526882,40000000,-23.086023,-47.783536,221700,0.0,0.0,1745.90900524,126.982562857,2071,expired
2013,1914,451,0,2,3,1,75,0,0,1,1,1,55,1,76,0,90119,0.215,86000000,-1.0,-1.0,1500000,0.0,0.0,179.5,8356.545961,1947,expired
2014,1915,265,3,2,3,1,16,0,1,0,0,0,54,0,15,1,11,1.0,250000000,40.726083,-74.228686,150000,0.0,6.0,18477.4592795,8.117999219,1806,funded
2015,1916,444,2,6,3,1,33,0,1,0,1,1,22,1,27,0,90118,0.0193236714976,40000000,12.998183,77.642797,5600000,0.0,0.0,31927.7568013,175.395973944,2071,expired
2016,1917,450,3,6,3,1,6,0,0,0,1,1,4,0,6,0,90118,0.1,4000000,-12.846628,-38.468195,300000,0.0,0.0,1745.90900524,171.83026097,1806,canceled
2017,1918,450,3,6,3,1,6,0,0,0,1,1,4,0,6,0,90118,0.0,0,-12.846628,-38.468195,300000,0.0,0.0,1745.90900524,171.83026097,1806,canceled
2018,1919,450,3,6,3,1,6,0,0,0,1,1,4,0,6,1,2,1.0,50000000,-12.846628,-38.468195,300000,0.0,6.0,1745.90900524,171.83026097,1806,funded
2019,1920,432,0,1,3,2,6,0,0,0,1,1,4,1,6,1,14,0.6625,106000000,-4.971465,-39.00345,456000,0.0,12.0,1745.90900524,261.181996674,1947,funded
2020,1921,455,2,3,4,1,33,1,1,1,0,1,54,1,27,0,90117,0.0,0,37.586951,-122.023873,641000,0.0,0.0,31927.7568013,20.0765748746,2253,expired
2021,1922,450,4,6,3,1,6,0,0,0,1,1,4,1,6,0,90117,0.75,15000000,-12.846628,-38.468195,300000,0.0,0.0,1745.90900524,171.83026097,1994,canceled
2022,1923,379,3,2,0,1,14,0,0,0,0,0,6,1,21,1,8,1.0,300000000,47.166038,9.472355,5744700,0.0,6.0,2145.16430526,2677.97668734,770,funded
2023,1924,412,0,3,3,2,75,1,1,0,1,1,55,1,76,0,90116,0.005,1000000,10.413461,-64.134525,670000,0.0,0.0,179.5,3732.59052925,1947,canceled
2024,1925,452,2,6,2,1,71,1,1,0,1,1,51,1,72,0,90116,0.00521739130435,12000000,41.019867,29.100257,250000,0.0,0.0,1860.97082902,134.338484033,1633,canceled
2025,1926,450,3,6,3,1,6,0,0,0,1,1,4,1,6,0,90116,0.0,0,-12.846628,-38.468195,300000,0.0,0.0,1745.90900524,171.83026097,1806,canceled
2026,1927,317,0,2,1,1,74,0,1,0,0,0,54,1,75,1,3,1.0,100000000,33.832683,-84.603712,266000,0.0,12.0,2719.25321219,97.8209748204,1069,funded
2027,1928,456,0,4,2,1,12,0,1,0,0,1,9,1,11,0,90115,0.0,0,4.580527,-74.207555,78900000,0.0,0.0,1001726.4711,78.7640162023,1453,canceled
2028,1929,456,2,2,2,1,12,0,1,0,0,1,9,1,11,0,90115,0.0177777777778,8000000,4.580527,-74.207555,78900000,0.0,0.0,1001726.4711,78.7640162023,1633,canceled
2029,1930,120,0,5,1,1,74,0,1,0,1,0,54,1,75,0,90115,0.0,0,40.088233,-76.276765,266800,0.0,0.0,2719.25321219,98.1151732409,1069,canceled
2030,1931,120,2,5,1,1,74,0,1,0,1,0,54,1,75,0,90115,0.135454545455,149000000,40.088233,-76.276765,266800,0.0,0.0,2719.25321219,98.1151732409,1235,expired
2031,1932,447,4,3,3,1,74,0,1,0,1,1,54,1,75,1,0,1.0,10000000,34.144252,-117.950675,290000,0.0,1.0,2719.25321219,106.646927436,1994,current
2032,1933,453,0,2,2,1,1,0,1,0,1,1,14,0,3,0,90114,0.326,326000000,48.191427,16.279352,152700,0.0,0.0,1809.83575758,84.372296967,1453,expired
2033,1934,511,1,1,4,1,33,0,0,0,0,0,22,0,27,0,90114,0.008,2000000,17.414839,78.509583,2214000,0.0,0.0,31927.7568013,69.344051127,2457,canceled
2034,1935,27,4,6,2,1,32,0,0,0,1,0,21,0,31,1,0,1.0,30000000,32.067319,34.781028,1350000,0.0,1.0,8119.24,166.271720013,1465,current
2035,1936,405,2,6,1,1,24,1,1,0,0,1,15,1,74,0,90114,0.366666666667,231000000,51.558782,0.095432,350000,0.0,0.0,1671.23445374,209.426031887,1235,expired
2036,1937,452,1,2,2,1,71,1,1,0,1,1,51,1,72,0,90114,0.08359375,107000000,41.019867,29.100257,250000,0.0,0.0,1860.97082902,134.338484033,1583,canceled
2037,1938,442,3,2,2,1,33,0,0,0,0,0,22,1,27,0,90114,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1380,canceled
2038,1939,236,0,6,2,1,69,0,0,0,1,0,47,0,69,0,90114,0.352857142857,247000000,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1453,canceled
2039,1940,450,4,6,3,1,6,0,0,0,1,1,4,1,6,1,0,1.0,20000000,-12.846628,-38.468195,300000,0.0,1.0,1745.90900524,171.83026097,1994,funded
2040,1941,27,3,6,2,1,32,0,0,0,1,0,21,0,31,0,90113,0.555,111000000,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1380,canceled
2041,1942,340,3,2,1,1,77,0,0,0,0,0,58,1,62,0,90113,0.495238095238,208000000,-25.674133,28.211663,3180000,0.0,0.0,16496.5446584,192.767641094,1029,expired
2042,1943,442,2,2,2,1,33,0,0,0,0,0,22,1,27,0,90113,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1633,canceled
2043,1944,284,3,2,4,2,33,0,0,0,0,0,22,1,27,1,11,1.0,50000000,-1.0,-1.0,17500000,0.0,6.0,31927.7568013,548.112418574,2458,funded
2044,1945,437,1,2,3,1,12,0,1,1,1,1,9,1,11,0,90113,0.17,68000000,6.981701,-73.049299,224540000,0.0,0.0,1001726.4711,224.153006313,2108,expired
2045,1946,427,0,6,4,1,71,0,1,0,1,1,51,0,72,0,90112,0.0192307692308,10000000,-1.0,-1.0,280000,0.0,0.0,1860.97082902,150.459102117,2564,canceled
2046,1947,374,3,2,4,1,30,0,0,0,0,0,20,1,28,1,6,1.0,50000000,-6.918348,107.561746,600000000,0.0,6.0,3963287.5,151.389471493,2458,funded
2047,1948,436,4,2,2,2,75,0,0,0,1,0,55,1,76,1,6,1.0,100000000,-1.0,-1.0,1550000,0.0,1.0,179.5,8635.09749304,1465,funded
2048,1949,85,4,2,2,1,28,0,0,0,0,1,18,0,12,1,3,1.0,80000000,46.2977,16.344015,935000,0.0,1.0,4907.2037037,190.536210937,1465,funded
2049,1950,448,1,6,4,2,75,1,0,1,1,0,55,1,76,0,90111,0.0,0,-1.0,-1.0,1083000,0.0,0.0,179.5,6033.42618384,2457,expired
2050,1951,456,0,6,2,1,12,0,1,0,0,1,9,1,11,0,90111,0.0,0,4.580527,-74.207555,78900000,0.0,0.0,1001726.4711,78.7640162023,1453,canceled
2051,1952,457,2,2,4,2,56,1,0,1,1,1,55,1,52,0,90111,0.0,0,-11.960487,-77.048053,5000000,0.0,0.0,1447.83333333,3453.436169,2253,expired
2052,1953,431,2,2,2,2,6,0,0,0,0,0,4,0,6,1,4,1.0,120000000,-22.887487,-43.390308,100000,0.0,60.0,1745.90900524,57.2767536566,1633,funded
2053,1954,458,4,6,2,1,74,1,1,0,0,1,54,0,75,1,3,1.0,100000000,38.063611,-85.558694,450000,0.0,1.0,2719.25321219,165.486611538,1465,funded
2054,1955,456,2,2,2,1,12,0,1,0,0,1,9,1,11,0,90110,0.3025,121000000,4.580527,-74.207555,78900000,0.0,0.0,1001726.4711,78.7640162023,1633,expired
2055,1956,27,4,6,2,1,32,0,0,0,1,0,21,0,31,0,90109,0.0,0,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1465,canceled
2056,1957,427,4,3,4,1,71,0,1,0,1,1,51,0,72,0,90109,0.0,0,-1.0,-1.0,280000,0.0,0.0,1860.97082902,150.459102117,2792,canceled
2057,1958,427,2,3,4,1,71,0,1,0,1,1,51,0,72,0,90109,0.666666666667,20000000,-1.0,-1.0,280000,0.0,0.0,1860.97082902,150.459102117,2253,canceled
2058,1959,459,2,2,4,1,74,0,0,0,0,0,54,1,75,0,90109,0.0,0,36.056972,-118.989468,452800,0.0,0.0,2719.25321219,166.51630601,2253,expired
2059,1960,27,4,6,2,1,32,0,0,0,1,0,21,0,31,0,90109,0.0,0,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1465,canceled
2060,1961,461,1,2,3,1,33,0,0,0,1,0,22,1,27,0,90109,0.14,28000000,19.205158,72.834045,1600000,0.0,0.0,31927.7568013,50.1131354125,2108,canceled
2061,1962,427,4,0,4,1,71,0,1,0,1,1,51,0,72,1,0,1.0,20000000,-1.0,-1.0,280000,0.0,1.0,1860.97082902,150.459102117,2792,funded
2062,1963,27,4,6,2,1,32,0,0,0,1,0,21,0,31,1,2,1.0,100000000,32.067319,34.781028,1350000,0.0,1.0,8119.24,166.271720013,1465,funded
2063,1964,320,2,2,4,2,3,0,1,1,1,1,54,0,4,0,90108,0.0,0,-1.0,-1.0,300000,0.0,0.0,25214.8809524,11.8977361252,2253,expired
2064,1965,464,1,2,2,1,6,1,0,1,1,1,4,0,6,0,90108,0.15,165000000,-7.141522,-34.908272,670000,0.0,0.0,1745.90900524,383.754249499,1583,expired
2065,1966,442,2,2,2,1,33,0,0,0,0,0,22,1,27,0,90108,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1633,canceled
2066,1967,445,3,2,3,1,6,0,0,0,1,0,4,1,6,1,8,1.0,50000000,0.055766,-51.060712,120000,0.0,6.0,1745.90900524,68.7321043879,1806,funded
2067,1968,135,0,4,1,1,74,0,0,0,0,0,54,1,75,0,90107,0.206,206000000,36.101031,-79.820668,300000,0.0,0.0,2719.25321219,110.324407692,1069,expired
2068,1969,463,4,2,4,1,6,0,1,1,1,1,4,0,6,1,0,1.0,10000000,-25.362229,-49.18753,350000,0.0,1.0,1745.90900524,200.468637798,2792,funded
2069,1970,454,0,2,3,2,71,0,0,0,0,0,51,0,72,1,13,1.0,190000000,37.763954,30.539241,190000,0.0,12.0,1860.97082902,102.097247865,1947,funded
2070,1971,316,1,2,3,1,75,0,0,0,1,1,55,0,76,0,90106,0.4,60000000,-1.0,-1.0,2500000,0.0,0.0,179.5,13927.5766017,2108,expired
2071,1972,442,1,2,2,1,33,0,0,0,0,0,22,1,27,0,90106,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1583,canceled
2072,1973,362,3,2,1,1,75,0,0,0,0,0,54,0,76,1,2,1.0,400000000,-1.0,-1.0,200000,0.0,6.0,179.5,1114.20612813,1029,current
2073,1974,465,2,4,1,1,49,0,0,0,0,0,35,1,43,0,90106,0.038,95000000,25.536763,-103.527813,1500000,0.0,0.0,10413.0765312,144.049647144,1235,expired
2074,1975,462,4,3,3,2,6,0,0,0,0,0,4,0,6,0,90106,0.0,0,-23.557467,-46.485291,900000,0.0,0.0,1745.90900524,515.49078291,1994,canceled
2075,1976,462,4,3,3,2,6,0,0,0,0,0,4,1,6,1,1,1.0,10000000,-23.557467,-46.485291,900000,0.0,1.0,1745.90900524,515.49078291,1994,funded
2076,1977,460,4,4,3,2,75,0,0,0,0,0,55,0,76,0,90105,0.777777777778,70000000,9.038845,-69.758552,3000000,0.0,0.0,179.5,16713.091922,1994,canceled
2077,1978,393,2,2,3,2,33,0,0,0,0,0,22,1,27,0,90105,0.0641791044776,43000000,18.672674,78.085924,2500000,0.0,0.0,31927.7568013,78.301774082,2071,expired
2078,1979,115,0,6,2,1,30,0,1,0,1,1,20,1,28,1,3,1.0,50000000,-6.261709,106.959906,718307600,0.0,12.0,3963287.5,181.240346556,1453,funded
2079,1980,460,4,4,3,2,75,0,0,0,0,0,55,0,76,1,0,1.0,90000000,9.038845,-69.758552,3000000,0.0,1.0,179.5,16713.091922,1994,funded
2080,1981,399,1,2,4,1,30,0,0,0,0,0,20,0,28,0,90105,0.01,1000000,0.312822,100.238277,75000000,0.0,0.0,3963287.5,18.9236839366,2457,canceled
2081,1982,466,0,2,3,1,6,0,0,0,1,0,4,0,6,0,90104,0.373333333333,56000000,-22.807769,-43.31662,335900,0.0,0.0,1745.90900524,192.392615533,1947,expired
2082,1983,371,3,2,2,2,49,0,0,0,0,0,35,1,43,0,90104,0.476086956522,219000000,25.456048,-100.99027,13000000,0.0,0.0,10413.0765312,1248.43027525,1380,expired
2083,1984,444,2,2,3,1,33,0,1,0,1,1,22,1,27,0,90104,0.0,0,12.998183,77.642797,5600000,0.0,0.0,31927.7568013,175.395973944,2071,canceled
2084,1985,442,3,2,2,1,33,0,0,0,0,0,22,1,27,0,90104,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1380,canceled
2085,1986,403,2,3,3,2,33,0,1,1,1,1,22,0,27,1,14,0.835714285714,117000000,12.973725,80.127679,3500000,0.0,60.0,31927.7568013,109.622483715,2071,funded
2086,1987,512,0,3,1,1,7,1,1,0,1,1,5,0,8,0,90104,0.423,423000000,49.806316,-97.165659,400000,0.0,0.0,2997.53801649,133.442844694,1069,expired
2087,1988,444,2,1,3,1,33,0,1,0,1,1,22,0,27,0,90103,0.0409756097561,84000000,12.998183,77.642797,5600000,0.0,0.0,31927.7568013,175.395973944,2071,expired
2088,1989,452,3,2,2,1,71,1,1,0,1,1,51,0,72,1,3,1.0,150000000,41.019867,29.100257,250000,0.0,6.0,1860.97082902,134.338484033,1380,funded
2089,1990,327,0,5,2,2,21,0,0,0,0,0,14,1,64,0,90103,0.211666666667,127000000,39.887294,4.267529,155000,0.0,0.0,1280.23247253,121.071761048,1453,expired
2090,1991,452,0,2,2,1,71,1,1,0,1,1,51,1,72,1,13,1.0,150000000,41.019867,29.100257,250000,0.0,12.0,1860.97082902,134.338484033,1453,funded
2091,1992,236,0,6,2,1,69,0,0,0,1,0,47,1,69,0,90102,0.508571428571,178000000,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1453,expired
2092,1993,465,3,4,1,1,49,0,0,0,0,0,35,1,43,1,12,1.0,200000000,25.536763,-103.527813,1500000,0.0,6.0,10413.0765312,144.049647144,1029,funded
2093,1994,511,0,2,4,1,33,0,0,0,0,0,22,0,27,0,90102,0.145454545455,16000000,17.414839,78.509583,2214000,0.0,0.0,31927.7568013,69.344051127,2564,expired
2094,1995,468,3,6,3,1,75,0,1,1,1,1,55,1,76,0,90101,0.353846153846,46000000,8.334802,-62.627359,1500000,0.0,0.0,179.5,8356.545961,1806,expired
2095,1996,158,2,3,2,1,28,0,1,0,0,0,18,1,12,1,14,0.62,124000000,43.584551,15.927135,550000,0.0,60.0,4907.2037037,112.080124081,1633,funded
2096,1997,451,3,2,3,1,75,0,0,1,1,1,55,1,76,0,90101,0.58,58000000,-1.0,-1.0,1500000,0.0,0.0,179.5,8356.545961,1806,expired
2097,1998,408,1,6,3,1,77,1,0,0,0,0,58,1,62,0,90101,0.0475,38000000,-29.927438,30.878239,1800000,0.0,0.0,16496.5446584,109.11375911,2108,expired
2098,1999,469,4,1,2,3,64,0,0,0,1,0,48,1,67,1,0,1.0,40000000,59.374082,17.969868,1500000,0.0,1.0,19363.1409243,77.4667708025,1465,funded
2099,2000,471,1,2,3,1,6,0,0,0,0,0,4,1,6,0,90099,0.0,0,-23.254543,-45.905748,480000,0.0,0.0,1745.90900524,274.928417552,2108,canceled
2100,2001,471,0,2,3,1,6,0,0,0,0,0,4,1,6,0,90099,0.0,0,-23.254543,-45.905748,480000,0.0,0.0,1745.90900524,274.928417552,1947,canceled
2101,2002,340,3,6,1,1,77,0,0,0,0,0,58,0,62,1,6,1.0,300000000,-25.674133,28.211663,3180000,0.0,6.0,16496.5446584,192.767641094,1029,funded
2102,2003,470,3,6,2,2,6,0,1,0,1,1,4,1,6,1,6,1.0,50000000,-20.76604,-51.707528,780000,0.0,6.0,1745.90900524,446.758678522,1380,funded
2103,2004,470,4,6,2,2,6,0,1,0,1,1,4,1,6,1,2,1.0,60000000,-20.76604,-51.707528,780000,0.0,1.0,1745.90900524,446.758678522,1465,funded
2104,2005,508,2,4,2,1,75,1,1,0,1,1,55,1,76,0,90099,0.1,120000000,10.70708,-71.628954,540000,0.0,0.0,179.5,3008.35654596,1633,expired
2105,2006,437,0,6,3,1,12,0,1,1,1,1,9,1,11,0,90098,0.166666666667,35000000,6.981701,-73.049299,224540000,0.0,0.0,1001726.4711,224.153006313,1947,expired
2106,2007,378,4,2,4,2,6,0,0,0,0,0,4,0,6,1,0,1.0,50000000,-22.864852,-47.046694,600000,0.0,1.0,1745.90900524,343.66052194,2792,funded
2107,2008,417,3,6,1,1,24,0,0,0,1,0,15,0,74,0,90098,0.256666666667,77000000,51.000317,-0.939213,250000,0.0,0.0,1671.23445374,149.590022777,1029,canceled
2108,2009,198,0,2,2,1,59,0,0,0,0,0,43,1,54,1,10,1.0,190000000,50.438468,16.652681,180000,0.0,12.0,2944.31210728,61.1348231578,1453,funded
2109,2010,299,3,2,4,4,75,0,0,0,1,0,55,0,76,0,90098,0.0,0,-1.0,-1.0,2000000,0.0,0.0,179.5,11142.0612813,2458,canceled
2110,2011,412,3,4,3,2,75,1,1,0,1,1,55,0,76,0,90098,0.0,0,10.413461,-64.134525,670000,0.0,0.0,179.5,3732.59052925,1806,canceled
2111,2012,461,0,2,3,1,33,0,0,0,1,0,22,1,27,0,90097,0.3625,29000000,19.205158,72.834045,1600000,0.0,0.0,31927.7568013,50.1131354125,1947,expired
2112,2013,419,3,6,2,2,75,0,0,0,0,0,55,0,76,0,90097,0.0,0,-1.0,-1.0,6000000,0.0,0.0,179.5,33426.183844,1380,canceled
2113,2014,419,4,6,2,2,75,0,0,0,0,0,55,0,76,1,0,1.0,50000000,-1.0,-1.0,6000000,0.0,1.0,179.5,33426.183844,1465,funded
2114,2015,399,1,2,4,1,30,0,0,0,0,0,20,1,28,0,90097,0.45,45000000,0.312822,100.238277,75000000,0.0,0.0,3963287.5,18.9236839366,2457,expired
2115,2016,457,2,2,4,2,56,1,0,1,1,1,55,0,52,0,90096,0.00666666666667,4000000,-11.960487,-77.048053,5000000,0.0,0.0,1447.83333333,3453.436169,2253,expired
2116,2017,412,4,3,3,2,75,1,1,0,1,1,55,0,76,1,1,1.0,10000000,10.413461,-64.134525,670000,0.0,1.0,179.5,3732.59052925,1994,funded
2117,2018,446,4,3,4,1,6,1,0,0,1,0,4,1,6,1,1,1.0,10000000,-12.95156,-38.358785,400000,0.0,1.0,1745.90900524,229.107014626,2792,funded
2118,2019,467,3,2,1,2,45,0,0,0,0,0,14,1,37,1,4,1.0,220000000,-1.0,-1.0,170000,0.0,6.0,598.452988786,284.065754847,1029,funded
2119,2020,417,4,6,1,1,24,0,0,0,1,0,15,0,74,1,1,1.0,150000000,51.000317,-0.939213,250000,0.0,1.0,1671.23445374,149.590022777,1115,funded
2120,2021,406,2,2,3,4,5,1,1,0,1,1,3,1,7,0,90094,0.065306122449,32000000,42.700262,23.286768,30000,0.0,0.0,846.968508117,35.420443278,2071,expired
2121,2022,473,1,4,3,1,56,1,0,1,1,0,40,0,52,0,90094,0.441176470588,75000000,-1.0,-1.0,369200,0.0,0.0,1447.83333333,255.001726719,2108,expired
2122,2023,401,2,6,3,1,75,0,0,1,0,0,55,0,76,0,90093,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,2071,canceled
2123,2024,376,2,4,3,2,77,0,1,0,1,0,58,1,62,0,90093,0.0262376237624,53000000,-26.534554,29.990122,1050000,0.0,0.0,16496.5446584,63.649692814,2071,expired
2124,2025,401,2,6,3,1,75,0,0,1,0,0,55,0,76,0,90093,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,2071,canceled
2125,2026,472,2,6,3,1,10,0,1,0,1,1,7,1,9,0,90092,0.0,0,-1.0,-1.0,65000000,0.0,0.0,560258.607308,116.017851671,2071,canceled
2126,2027,472,2,6,3,1,10,0,1,0,1,1,7,1,9,0,90092,0.0198757763975,32000000,-1.0,-1.0,65000000,0.0,0.0,560258.607308,116.017851671,2071,expired
2127,2028,401,1,6,3,1,75,0,0,1,0,0,55,0,76,0,90092,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,2108,canceled
2128,2029,316,1,2,3,1,75,0,0,0,1,1,55,1,76,0,90092,0.346666666667,52000000,-1.0,-1.0,2500000,0.0,0.0,179.5,13927.5766017,2108,expired
2129,2030,316,2,2,3,1,75,0,0,0,1,1,55,1,76,0,90092,0.0,0,-1.0,-1.0,2500000,0.0,0.0,179.5,13927.5766017,2071,canceled
2130,2031,316,1,2,3,1,75,0,0,0,1,1,55,1,76,1,12,1.0,60000000,-1.0,-1.0,2500000,0.0,36.0,179.5,13927.5766017,2108,funded
2131,2032,441,2,6,3,1,10,0,1,1,1,1,7,1,9,0,90092,0.0647058823529,55000000,-1.0,-1.0,32520900,0.0,0.0,560258.607308,58.046230037,2071,expired
2132,2033,401,3,6,3,1,75,0,0,1,0,0,55,0,76,1,1,1.0,10000000,-1.0,-1.0,20000000,0.0,6.0,179.5,111420.612813,1806,funded
2133,2034,471,0,2,3,1,6,0,0,0,0,0,4,1,6,0,90092,0.185,37000000,-23.254543,-45.905748,480000,0.0,0.0,1745.90900524,274.928417552,1947,canceled
2134,2035,365,3,6,3,1,74,0,0,0,0,0,54,0,75,0,90091,0.0,0,28.872807,-81.246436,480000,0.0,0.0,2719.25321219,176.519052308,1806,canceled
2135,2036,365,3,3,3,1,74,0,0,0,0,0,54,0,75,1,1,1.0,40000000,28.872807,-81.246436,480000,0.0,6.0,2719.25321219,176.519052308,1806,funded
2136,2037,475,1,2,2,2,77,0,0,0,1,0,54,1,62,0,90091,0.0983333333333,118000000,-29.842208,31.459908,85000,0.0,0.0,16496.5446584,5.15259418018,1583,expired
2137,2038,393,1,2,3,2,33,0,0,0,0,0,22,1,27,0,90091,0.127906976744,55000000,18.672674,78.085924,2500000,0.0,0.0,31927.7568013,78.301774082,2108,expired
2138,2039,187,2,6,0,2,40,0,1,1,0,1,14,1,63,1,14,0.74175,2967000000,52.543692,13.411384,88000,0.0,0.0,2690157.63559,0.0327118377138,888,funded
2139,2040,466,3,2,3,1,6,0,0,0,1,0,4,0,6,1,3,1.0,50000000,-22.807769,-43.31662,335900,0.0,6.0,1745.90900524,192.392615533,1806,funded
2140,2041,512,3,3,1,1,7,1,1,0,1,1,5,0,8,1,4,1.0,500000000,49.806316,-97.165659,400000,0.0,6.0,2997.53801649,133.442844694,1029,funded
2141,2042,120,4,2,1,1,74,0,1,0,1,0,54,1,75,1,0,1.0,100000000,40.088233,-76.276765,266800,0.0,1.0,2719.25321219,98.1151732409,1115,funded
2142,2043,236,0,6,2,1,69,0,0,0,1,0,47,0,69,0,90088,0.4825,193000000,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1453,canceled
2143,2044,444,4,0,3,1,33,0,1,0,1,1,22,1,27,1,1,1.0,50000000,12.998183,77.642797,5600000,0.0,1.0,31927.7568013,175.395973944,1994,funded
2144,2045,355,2,2,4,2,74,0,1,0,0,0,54,1,75,0,90088,0.004,8000000,40.462547,-80.054547,180000,0.0,0.0,2719.25321219,66.1946446153,2253,canceled
2145,2046,412,4,3,3,2,75,1,1,0,1,1,55,0,76,0,90088,0.0,0,10.413461,-64.134525,670000,0.0,0.0,179.5,3732.59052925,1994,canceled
2146,2047,516,0,4,3,1,24,0,1,1,0,1,15,1,74,0,90087,0.0384,48000000,53.912822,-2.137369,147500,0.0,0.0,1671.23445374,88.2581134382,1947,expired
2147,2048,365,3,6,3,1,74,0,0,0,0,0,54,1,75,0,90087,0.0333333333333,5000000,28.872807,-81.246436,480000,0.0,0.0,2719.25321219,176.519052308,1806,canceled
2148,2049,191,3,3,4,2,33,0,0,0,0,0,22,0,27,1,4,1.0,100000000,19.871125,75.324231,3500000,0.0,6.0,31927.7568013,109.622483715,2458,funded
2149,2050,518,3,2,1,1,36,1,0,0,1,1,14,0,32,1,7,1.0,400000000,45.483101,9.235804,139000,0.0,0.0,1548.71583447,89.7517781547,1029,funded
2150,2051,478,0,2,1,1,6,0,1,0,1,0,4,1,6,0,90086,0.546666666667,328000000,-22.917916,-43.253201,390000,0.0,0.0,1745.90900524,223.379339261,1069,in_funding
2151,2052,365,3,6,3,1,74,0,0,0,0,0,54,0,75,1,3,1.0,50000000,28.872807,-81.246436,480000,0.0,6.0,2719.25321219,176.519052308,1806,funded
2152,2053,443,2,4,4,4,74,0,1,0,1,1,54,1,75,0,90086,0.0,0,40.66202,-73.924723,82000,0.0,0.0,2719.25321219,30.1553381025,2253,canceled
2153,2054,471,4,2,3,1,6,0,0,0,0,0,4,1,6,1,2,1.0,50000000,-23.254543,-45.905748,480000,0.0,1.0,1745.90900524,274.928417552,1994,funded
2154,2055,511,0,2,4,1,33,0,0,0,0,0,22,0,27,0,90085,0.375,30000000,17.414839,78.509583,2214000,0.0,0.0,31927.7568013,69.344051127,2564,in_funding
